state,year,sex,age,ethnicity,population,
Sabah,2022,Female,0-4,Other (Citizen),2,
Sabah,2022,Female,0-4,Other (Non-Citizen),34,
Sabah,2022,Female,15-19,Bumi (Malay),15,
Sabah,2022,Female,15-19,Bumi (Other),98,
Sabah,2022,Female,15-19,Chinese,10,
Sabah,2022,Female,15-19,Indian,0,
Sabah,2022,Female,15-19,Other (Citizen),2,
Sabah,2022,Female,15-19,Other (Non-Citizen),39,
Sabah,2022,Female,20-24,Bumi (Malay),13,
Sabah,2022,Female,20-24,Bumi (Other),93,
Sabah,2022,Female,20-24,Chinese,9,
Sabah,2022,Female,20-24,Indian,0,
Sabah,2022,Female,20-24,Other (Citizen),2,
Sabah,2022,Female,20-24,Other (Non-Citizen),50,
Sabah,2022,Female,25-29,Bumi (Malay),8,
Sabah,2022,Female,25-29,Bumi (Other),98,
Sabah,2022,Female,25-29,Chinese,10,
Sabah,2022,Female,25-29,Indian,0,
Sabah,2022,Female,25-29,Other (Citizen),2,
Sabah,2022,Female,25-29,Other (Non-Citizen),54,
Sabah,2022,Female,30-34,Bumi (Malay),12,
Sabah,2022,Female,30-34,Bumi (Other),95,
Sabah,2022,Female,30-34,Chinese,10,
Sabah,2022,Female,30-34,Indian,0,
Sabah,2022,Female,30-34,Other (Citizen),2,
Sabah,2022,Female,30-34,Other (Non-Citizen),30,
Sabah,2022,Female,35-39,Bumi (Malay),12,
Sabah,2022,Female,35-39,Bumi (Other),87,
Sabah,2022,Female,35-39,Chinese,10,
Sabah,2022,Female,35-39,Indian,0,
Sabah,2022,Female,35-39,Other (Citizen),2,
Sabah,2022,Female,35-39,Other (Non-Citizen),24,
Sabah,2022,Female,40-44,Bumi (Malay),8,
Sabah,2022,Female,40-44,Bumi (Other),67,
Sabah,2022,Female,40-44,Chinese,9,
Sabah,2022,Female,40-44,Indian,0,
Sabah,2022,Female,40-44,Other (Citizen),2,
Sabah,2022,Female,40-44,Other (Non-Citizen),16,
Sabah,2022,Female,45-49,Bumi (Malay),6,
Sabah,2022,Female,45-49,Bumi (Other),52,
Sabah,2022,Female,45-49,Chinese,7,
Sabah,2022,Female,45-49,Indian,0,
Sabah,2022,Female,45-49,Other (Citizen),1,
Sabah,2022,Female,45-49,Other (Non-Citizen),10,
Sabah,2022,Female,50-54,Bumi (Malay),4,
Sabah,2022,Female,50-54,Bumi (Other),45,
Sabah,2022,Female,50-54,Chinese,7,
Sabah,2022,Female,50-54,Indian,0,
Sabah,2022,Female,50-54,Other (Citizen),1,
Sabah,2022,Female,50-54,Other (Non-Citizen),6,
Sabah,2022,Female,55-59,Bumi (Malay),4,
Sabah,2022,Female,55-59,Bumi (Other),38,
Sabah,2022,Female,55-59,Chinese,6,
Sabah,2022,Female,55-59,Indian,0,
Sabah,2022,Female,55-59,Other (Citizen),1,
Sabah,2022,Female,55-59,Other (Non-Citizen),4,
Sabah,2022,Female,60-64,Bumi (Malay),3,
Sabah,2022,Female,60-64,Bumi (Other),30,
Sabah,2022,Female,60-64,Chinese,6,
Sabah,2022,Female,60-64,Indian,0,
Sabah,2022,Female,60-64,Other (Citizen),1,
Sabah,2022,Female,60-64,Other (Non-Citizen),2,
Perak,2022,Male,70-74,Bumi (Other),0,
Perak,2022,Male,85 and above,Indian,0,
Perlis,2022,Female,70-74,Chinese,0,
Perlis,2022,Male,70-74,Chinese,0,
Perlis,2022,Male,85 and above,Bumi (Malay),0,
Sabah,2022,Female,65-69,Other (Citizen),0,
Sabah,2022,Female,80-84,Bumi (Malay),0,
Sabah,2022,Male,70-74,Other (Citizen),0,
Selangor,2022,Female,65-69,Bumi (Other),0,
Selangor,2022,Male,65-69,Other (Citizen),0,
Selangor,2022,Male,75-79,Bumi (Other),0,
Selangor,2022,Male,80-84,Bumi (Other),0,
Terengganu,2022,Female,70-74,Chinese,0,
Terengganu,2022,Male,70-74,Chinese,0,
Kuala Lumpur,2022,Female,70-74,Other (Non-Citizen),0,
Kuala Lumpur,2022,Male,85 and above,Indian,0,
Labuan,2022,Female,65-69,Bumi (Other),0,
Labuan,2022,Male,65-69,Bumi (Other),0,
Putrajaya,2022,Male,65-69,Bumi (Malay),0,
Johor,2022,Female,65-69,Other (Citizen),0,
Johor,2022,Female,75-79,Bumi (Other),0,
Johor,2022,Female,85 and above,Bumi (Other),0,
Johor,2022,Male,75-79,Bumi (Other),0,
Johor,2022,Male,85 and above,Bumi (Other),0,
Kedah,2022,Female,75-79,Other (Non-Citizen),0,
Kedah,2022,Male,70-74,Other (Citizen),0,
Sabah,2022,Male,0-4,Bumi (Malay),18,
Sabah,2022,Male,0-4,Bumi (Other),81,
Sabah,2022,Male,0-4,Chinese,5,
Sabah,2022,Male,0-4,Indian,0,
Sabah,2022,Male,0-4,Other (Citizen),2,
Sabah,2022,Male,0-4,Other (Non-Citizen),36,
Sabah,2022,Male,15-19,Bumi (Malay),22,
Sabah,2022,Male,15-19,Bumi (Other),105,
Sabah,2022,Male,15-19,Chinese,12,
Sabah,2022,Male,15-19,Indian,0,
Sabah,2022,Male,15-19,Other (Citizen),2,
Sabah,2022,Male,15-19,Other (Non-Citizen),48,
Sabah,2022,Male,20-24,Bumi (Malay),20,
Sabah,2022,Male,20-24,Bumi (Other),97,
Sabah,2022,Male,20-24,Chinese,10,
Sabah,2022,Male,20-24,Indian,0,
Sabah,2022,Male,20-24,Other (Citizen),2,
Sabah,2022,Male,20-24,Other (Non-Citizen),57,
Sabah,2022,Male,25-29,Bumi (Malay),13,
Sabah,2022,Male,25-29,Bumi (Other),97,
Sabah,2022,Male,25-29,Chinese,11,
Sabah,2022,Male,25-29,Indian,0,
Sabah,2022,Male,25-29,Other (Citizen),2,
Sabah,2022,Male,25-29,Other (Non-Citizen),68,
Sabah,2022,Male,30-34,Bumi (Malay),16,
Sabah,2022,Male,30-34,Bumi (Other),87,
Sabah,2022,Male,30-34,Chinese,11,
Sabah,2022,Male,30-34,Indian,0,
Sabah,2022,Male,30-34,Other (Citizen),2,
Sabah,2022,Male,30-34,Other (Non-Citizen),44,
Sabah,2022,Male,35-39,Bumi (Malay),16,
Sabah,2022,Male,35-39,Bumi (Other),83,
Sabah,2022,Male,35-39,Chinese,11,
Sabah,2022,Male,35-39,Indian,0,
Sabah,2022,Male,35-39,Other (Citizen),2,
Sabah,2022,Male,35-39,Other (Non-Citizen),34,
Sabah,2022,Male,40-44,Bumi (Malay),12,
Sabah,2022,Male,40-44,Bumi (Other),66,
Sabah,2022,Male,40-44,Chinese,10,
Sabah,2022,Male,40-44,Indian,0,
Sabah,2022,Male,40-44,Other (Citizen),2,
Sabah,2022,Male,40-44,Other (Non-Citizen),23,
Sabah,2022,Male,45-49,Bumi (Malay),9,
Sabah,2022,Male,45-49,Bumi (Other),49,
Sabah,2022,Male,45-49,Chinese,8,
Sabah,2022,Male,45-49,Indian,0,
Sabah,2022,Male,45-49,Other (Citizen),1,
Sabah,2022,Male,45-49,Other (Non-Citizen),15,
Sabah,2022,Male,50-54,Bumi (Malay),7,
Sabah,2022,Male,50-54,Bumi (Other),44,
Sabah,2022,Male,50-54,Chinese,7,
Sabah,2022,Male,50-54,Indian,0,
Sabah,2022,Male,50-54,Other (Citizen),1,
Sabah,2022,Male,50-54,Other (Non-Citizen),9,
Sabah,2022,Male,55-59,Bumi (Malay),6,
Sabah,2022,Male,55-59,Bumi (Other),37,
Sabah,2022,Male,55-59,Chinese,8,
Sabah,2022,Male,55-59,Indian,0,
Sabah,2022,Male,55-59,Other (Citizen),1,
Sabah,2022,Male,55-59,Other (Non-Citizen),5,
Sabah,2022,Male,60-64,Bumi (Malay),4,
Sabah,2022,Male,60-64,Bumi (Other),32,
Sabah,2022,Male,60-64,Chinese,7,
Sabah,2022,Male,60-64,Indian,0,
Sabah,2022,Male,60-64,Other (Citizen),1,
Sabah,2022,Male,60-64,Other (Non-Citizen),3,
Kelantan,2022,Female,65-69,Other (Citizen),0,
Kelantan,2022,Female,65-69,Other (Non-Citizen),0,
Kelantan,2022,Male,80-84,Chinese,0,
Melaka,2022,Female,75-79,Indian,0,
Negeri Sembilan,2022,Female,85 and above,Indian,0,
Negeri Sembilan,2022,Male,65-69,Other (Non-Citizen),0,
Pahang,2022,Female,75-79,Indian,0,
Pahang,2022,Female,80-84,Bumi (Other),0,
Pahang,2022,Male,75-79,Indian,0,
Perak,2022,Female,65-69,Other (Non-Citizen),0,
Pulau Pinang,2022,Female,65-69,Other (Non-Citizen),0,
Pulau Pinang,2022,Female,80-84,Indian,0,
Pulau Pinang,2022,Male,65-69,Other (Non-Citizen),0,
Pulau Pinang,2022,Male,80-84,Indian,0,
Sabah,2022,Female,70-74,Other (Citizen),0,
Selangor,2022,Female,80-84,Bumi (Other),0,
Selangor,2022,Male,75-79,Other (Citizen),0,
Selangor,2022,Male,85 and above,Other (Citizen),0,
Kuala Lumpur,2022,Female,75-79,Other (Non-Citizen),0,
Kuala Lumpur,2022,Female,85 and above,Chinese,0,
Kuala Lumpur,2022,Female,85 and above,Indian,0,
Kuala Lumpur,2022,Male,75-79,Bumi (Other),0,
Kuala Lumpur,2022,Male,75-79,Other (Non-Citizen),0,
Labuan,2022,Female,65-69,Bumi (Malay),0,
Labuan,2022,Male,65-69,Bumi (Malay),0,
Labuan,2022,Male,65-69,Chinese,0,
Putrajaya,2022,Female,70-74,Bumi (Malay),0,
Sarawak,2022,Female,0-4,Bumi (Malay),23,
Sarawak,2022,Female,0-4,Bumi (Other),37,
Sarawak,2022,Female,0-4,Chinese,12,
Sarawak,2022,Female,0-4,Indian,0,
Sarawak,2022,Female,0-4,Other (Citizen),0,
Sarawak,2022,Female,0-4,Other (Non-Citizen),2,
Sarawak,2022,Female,15-19,Bumi (Malay),26,
Sarawak,2022,Female,15-19,Bumi (Other),53,
Sarawak,2022,Female,15-19,Chinese,21,
Sarawak,2022,Female,15-19,Indian,0,
Sarawak,2022,Female,15-19,Other (Citizen),0,
Sarawak,2022,Female,15-19,Other (Non-Citizen),1,
Sarawak,2022,Female,20-24,Bumi (Malay),29,
Sarawak,2022,Female,20-24,Bumi (Other),49,
Sarawak,2022,Female,20-24,Chinese,20,
Sarawak,2022,Female,20-24,Indian,0,
Sarawak,2022,Female,20-24,Other (Citizen),0,
Sarawak,2022,Female,20-24,Other (Non-Citizen),3,
Sarawak,2022,Female,25-29,Bumi (Malay),26,
Sarawak,2022,Female,25-29,Bumi (Other),50,
Sarawak,2022,Female,25-29,Chinese,20,
Sarawak,2022,Female,25-29,Indian,0,
Sarawak,2022,Female,25-29,Other (Citizen),0,
Sarawak,2022,Female,25-29,Other (Non-Citizen),7,
Sarawak,2022,Female,30-34,Bumi (Malay),24,
Sarawak,2022,Female,30-34,Bumi (Other),49,
Sarawak,2022,Female,30-34,Chinese,21,
Sarawak,2022,Female,30-34,Indian,0,
Sarawak,2022,Female,30-34,Other (Citizen),0,
Sarawak,2022,Female,30-34,Other (Non-Citizen),7,
Sarawak,2022,Female,35-39,Bumi (Malay),21,
Sarawak,2022,Female,35-39,Bumi (Other),44,
Sarawak,2022,Female,35-39,Chinese,19,
Sarawak,2022,Female,35-39,Indian,0,
Sarawak,2022,Female,35-39,Other (Citizen),0,
Sarawak,2022,Female,35-39,Other (Non-Citizen),6,
Sarawak,2022,Female,40-44,Bumi (Malay),19,
Sarawak,2022,Female,40-44,Bumi (Other),40,
Sarawak,2022,Female,40-44,Chinese,19,
Sarawak,2022,Female,40-44,Indian,0,
Sarawak,2022,Female,40-44,Other (Citizen),0,
Sarawak,2022,Female,40-44,Other (Non-Citizen),5,
Sarawak,2022,Female,45-49,Bumi (Malay),16,
Sarawak,2022,Female,45-49,Bumi (Other),38,
Sarawak,2022,Female,45-49,Chinese,17,
Sarawak,2022,Female,45-49,Indian,0,
Sarawak,2022,Female,45-49,Other (Citizen),0,
Sarawak,2022,Female,45-49,Other (Non-Citizen),3,
Sarawak,2022,Female,50-54,Bumi (Malay),15,
Sarawak,2022,Female,50-54,Bumi (Other),37,
Sarawak,2022,Female,50-54,Chinese,18,
Sarawak,2022,Female,50-54,Indian,0,
Sarawak,2022,Female,50-54,Other (Citizen),0,
Sarawak,2022,Female,50-54,Other (Non-Citizen),1,
Sarawak,2022,Female,55-59,Bumi (Malay),13,
Sarawak,2022,Female,55-59,Bumi (Other),33,
Sarawak,2022,Female,55-59,Chinese,17,
Sarawak,2022,Female,55-59,Indian,0,
Sarawak,2022,Female,55-59,Other (Citizen),0,
Sarawak,2022,Female,55-59,Other (Non-Citizen),0,
Sarawak,2022,Female,60-64,Bumi (Malay),11,
Sarawak,2022,Female,60-64,Bumi (Other),28,
Sarawak,2022,Female,60-64,Chinese,16,
Sarawak,2022,Female,60-64,Indian,0,
Sarawak,2022,Female,60-64,Other (Citizen),0,
Sarawak,2022,Female,60-64,Other (Non-Citizen),0,
Johor,2022,Female,70-74,Other (Citizen),0,
Johor,2022,Female,80-84,Bumi (Other),0,
Johor,2022,Male,70-74,Other (Citizen),0,
Johor,2022,Male,80-84,Bumi (Other),0,
Kedah,2022,Female,75-79,Other (Citizen),0,
Kedah,2022,Female,80-84,Other (Non-Citizen),0,
Kedah,2022,Male,75-79,Other (Citizen),0,
Kelantan,2022,Female,70-74,Other (Citizen),0,
Kelantan,2022,Female,70-74,Other (Non-Citizen),0,
Kelantan,2022,Female,85 and above,Chinese,0,
Kelantan,2022,Male,65-69,Other (Citizen),0,
Kelantan,2022,Male,65-69,Other (Non-Citizen),0,
Kelantan,2022,Male,70-74,Other (Citizen),0,
Melaka,2022,Female,80-84,Indian,0,
Melaka,2022,Male,65-69,Other (Non-Citizen),0,
Melaka,2022,Male,75-79,Indian,0,
Negeri Sembilan,2022,Female,65-69,Bumi (Other),0,
Negeri Sembilan,2022,Female,65-69,Other (Non-Citizen),0,
Negeri Sembilan,2022,Male,65-69,Bumi (Other),0,
Negeri Sembilan,2022,Male,70-74,Other (Non-Citizen),0,
Negeri Sembilan,2022,Male,85 and above,Indian,0,
Sarawak,2022,Male,0-4,Bumi (Malay),24,
Sarawak,2022,Male,0-4,Bumi (Other),39,
Sarawak,2022,Male,0-4,Chinese,13,
Sarawak,2022,Male,0-4,Indian,0,
Sarawak,2022,Male,0-4,Other (Citizen),0,
Sarawak,2022,Male,0-4,Other (Non-Citizen),2,
Sarawak,2022,Male,15-19,Bumi (Malay),28,
Sarawak,2022,Male,15-19,Bumi (Other),56,
Sarawak,2022,Male,15-19,Chinese,23,
Sarawak,2022,Male,15-19,Indian,0,
Sarawak,2022,Male,15-19,Other (Citizen),0,
Sarawak,2022,Male,15-19,Other (Non-Citizen),2,
Sarawak,2022,Male,20-24,Bumi (Malay),30,
Sarawak,2022,Male,20-24,Bumi (Other),50,
Sarawak,2022,Male,20-24,Chinese,22,
Sarawak,2022,Male,20-24,Indian,0,
Sarawak,2022,Male,20-24,Other (Citizen),0,
Sarawak,2022,Male,20-24,Other (Non-Citizen),9,
Sarawak,2022,Male,25-29,Bumi (Malay),28,
Sarawak,2022,Male,25-29,Bumi (Other),50,
Sarawak,2022,Male,25-29,Chinese,21,
Sarawak,2022,Male,25-29,Indian,0,
Sarawak,2022,Male,25-29,Other (Citizen),0,
Sarawak,2022,Male,25-29,Other (Non-Citizen),16,
Sarawak,2022,Male,30-34,Bumi (Malay),26,
Sarawak,2022,Male,30-34,Bumi (Other),50,
Sarawak,2022,Male,30-34,Chinese,22,
Sarawak,2022,Male,30-34,Indian,0,
Sarawak,2022,Male,30-34,Other (Citizen),1,
Sarawak,2022,Male,30-34,Other (Non-Citizen),17,
Sarawak,2022,Male,35-39,Bumi (Malay),23,
Sarawak,2022,Male,35-39,Bumi (Other),44,
Sarawak,2022,Male,35-39,Chinese,21,
Sarawak,2022,Male,35-39,Indian,0,
Sarawak,2022,Male,35-39,Other (Citizen),1,
Sarawak,2022,Male,35-39,Other (Non-Citizen),14,
Sarawak,2022,Male,40-44,Bumi (Malay),19,
Sarawak,2022,Male,40-44,Bumi (Other),39,
Sarawak,2022,Male,40-44,Chinese,20,
Sarawak,2022,Male,40-44,Indian,0,
Sarawak,2022,Male,40-44,Other (Citizen),0,
Sarawak,2022,Male,40-44,Other (Non-Citizen),9,
Sarawak,2022,Male,45-49,Bumi (Malay),16,
Sarawak,2022,Male,45-49,Bumi (Other),37,
Sarawak,2022,Male,45-49,Chinese,18,
Sarawak,2022,Male,45-49,Indian,0,
Sarawak,2022,Male,45-49,Other (Citizen),0,
Sarawak,2022,Male,45-49,Other (Non-Citizen),5,
Sarawak,2022,Male,50-54,Bumi (Malay),15,
Sarawak,2022,Male,50-54,Bumi (Other),36,
Sarawak,2022,Male,50-54,Chinese,18,
Sarawak,2022,Male,50-54,Indian,0,
Sarawak,2022,Male,50-54,Other (Citizen),0,
Sarawak,2022,Male,50-54,Other (Non-Citizen),2,
Sarawak,2022,Male,55-59,Bumi (Malay),13,
Sarawak,2022,Male,55-59,Bumi (Other),32,
Sarawak,2022,Male,55-59,Chinese,18,
Sarawak,2022,Male,55-59,Indian,0,
Sarawak,2022,Male,55-59,Other (Citizen),0,
Sarawak,2022,Male,55-59,Other (Non-Citizen),1,
Sarawak,2022,Male,60-64,Bumi (Malay),11,
Sarawak,2022,Male,60-64,Bumi (Other),27,
Sarawak,2022,Male,60-64,Chinese,17,
Sarawak,2022,Male,60-64,Indian,0,
Sarawak,2022,Male,60-64,Other (Citizen),0,
Sarawak,2022,Male,60-64,Other (Non-Citizen),0,
Pahang,2022,Female,80-84,Indian,0,
Pahang,2022,Female,85 and above,Indian,0,
Pahang,2022,Male,85 and above,Indian,0,
Perak,2022,Female,65-69,Other (Citizen),0,
Perak,2022,Female,70-74,Other (Non-Citizen),0,
Perak,2022,Female,75-79,Bumi (Other),0,
Perak,2022,Female,75-79,Other (Non-Citizen),0,
Perak,2022,Female,80-84,Bumi (Other),0,
Perak,2022,Male,65-69,Other (Citizen),0,
Perak,2022,Male,65-69,Other (Non-Citizen),0,
Perak,2022,Male,70-74,Other (Non-Citizen),0,
Perak,2022,Male,75-79,Bumi (Other),0,
Perak,2022,Male,80-84,Bumi (Other),0,
Perlis,2022,Female,75-79,Chinese,0,
Perlis,2022,Male,75-79,Chinese,0,
Pulau Pinang,2022,Female,65-69,Other (Citizen),0,
Pulau Pinang,2022,Female,70-74,Other (Non-Citizen),0,
Pulau Pinang,2022,Female,75-79,Other (Non-Citizen),0,
Pulau Pinang,2022,Female,85 and above,Bumi (Malay),0,
Pulau Pinang,2022,Male,65-69,Other (Citizen),0,
Pulau Pinang,2022,Male,70-74,Other (Non-Citizen),0,
Selangor,2022,Female,0-4,Bumi (Malay),148,
Selangor,2022,Female,0-4,Bumi (Other),3,
Selangor,2022,Female,0-4,Chinese,41,
Selangor,2022,Female,0-4,Indian,19,
Selangor,2022,Female,0-4,Other (Citizen),3,
Selangor,2022,Female,0-4,Other (Non-Citizen),30,
Selangor,2022,Female,15-19,Bumi (Malay),148,
Selangor,2022,Female,15-19,Bumi (Other),5,
Selangor,2022,Female,15-19,Chinese,61,
Selangor,2022,Female,15-19,Indian,28,
Selangor,2022,Female,15-19,Other (Citizen),2,
Selangor,2022,Female,15-19,Other (Non-Citizen),2,
Selangor,2022,Female,20-24,Bumi (Malay),148,
Selangor,2022,Female,20-24,Bumi (Other),3,
Selangor,2022,Female,20-24,Chinese,57,
Selangor,2022,Female,20-24,Indian,26,
Selangor,2022,Female,20-24,Other (Citizen),2,
Selangor,2022,Female,20-24,Other (Non-Citizen),12,
Selangor,2022,Female,25-29,Bumi (Malay),148,
Selangor,2022,Female,25-29,Bumi (Other),3,
Selangor,2022,Female,25-29,Chinese,56,
Selangor,2022,Female,25-29,Indian,28,
Selangor,2022,Female,25-29,Other (Citizen),3,
Selangor,2022,Female,25-29,Other (Non-Citizen),11,
Selangor,2022,Female,30-34,Bumi (Malay),204,
Selangor,2022,Female,30-34,Bumi (Other),4,
Selangor,2022,Female,30-34,Chinese,69,
Selangor,2022,Female,30-34,Indian,33,
Selangor,2022,Female,30-34,Other (Citizen),3,
Selangor,2022,Female,30-34,Other (Non-Citizen),9,
Selangor,2022,Female,35-39,Bumi (Malay),205,
Selangor,2022,Female,35-39,Bumi (Other),5,
Selangor,2022,Female,35-39,Chinese,87,
Selangor,2022,Female,35-39,Indian,34,
Selangor,2022,Female,35-39,Other (Citizen),3,
Selangor,2022,Female,35-39,Other (Non-Citizen),7,
Selangor,2022,Female,40-44,Bumi (Malay),150,
Selangor,2022,Female,40-44,Bumi (Other),4,
Selangor,2022,Female,40-44,Chinese,76,
Selangor,2022,Female,40-44,Indian,28,
Selangor,2022,Female,40-44,Other (Citizen),1,
Selangor,2022,Female,40-44,Other (Non-Citizen),5,
Selangor,2022,Female,45-49,Bumi (Malay),115,
Selangor,2022,Female,45-49,Bumi (Other),2,
Selangor,2022,Female,45-49,Chinese,63,
Selangor,2022,Female,45-49,Indian,23,
Selangor,2022,Female,45-49,Other (Citizen),1,
Selangor,2022,Female,45-49,Other (Non-Citizen),3,
Selangor,2022,Female,50-54,Bumi (Malay),95,
Selangor,2022,Female,50-54,Bumi (Other),2,
Selangor,2022,Female,50-54,Chinese,59,
Selangor,2022,Female,50-54,Indian,22,
Selangor,2022,Female,50-54,Other (Citizen),1,
Selangor,2022,Female,50-54,Other (Non-Citizen),2,
Selangor,2022,Female,55-59,Bumi (Malay),78,
Selangor,2022,Female,55-59,Bumi (Other),1,
Selangor,2022,Female,55-59,Chinese,51,
Selangor,2022,Female,55-59,Indian,19,
Selangor,2022,Female,55-59,Other (Citizen),0,
Selangor,2022,Female,55-59,Other (Non-Citizen),1,
Selangor,2022,Female,60-64,Bumi (Malay),61,
Selangor,2022,Female,60-64,Bumi (Other),1,
Selangor,2022,Female,60-64,Chinese,42,
Selangor,2022,Female,60-64,Indian,17,
Selangor,2022,Female,60-64,Other (Citizen),0,
Selangor,2022,Female,60-64,Other (Non-Citizen),1,
Pulau Pinang,2022,Male,85 and above,Bumi (Malay),0,
Sabah,2022,Female,75-79,Other (Citizen),0,
Sabah,2022,Female,85 and above,Bumi (Malay),0,
Sabah,2022,Male,75-79,Other (Citizen),0,
Sabah,2022,Male,80-84,Bumi (Malay),0,
Sarawak,2022,Female,65-69,Other (Non-Citizen),0,
Sarawak,2022,Male,65-69,Other (Non-Citizen),0,
Selangor,2022,Female,80-84,Other (Citizen),0,
Terengganu,2022,Female,75-79,Chinese,0,
Terengganu,2022,Female,80-84,Chinese,0,
Terengganu,2022,Male,75-79,Chinese,0,
Terengganu,2022,Male,80-84,Chinese,0,
Kuala Lumpur,2022,Female,65-69,Other (Citizen),0,
Kuala Lumpur,2022,Female,70-74,Bumi (Other),0,
Kuala Lumpur,2022,Female,70-74,Other (Citizen),0,
Kuala Lumpur,2022,Female,80-84,Other (Non-Citizen),0,
Kuala Lumpur,2022,Female,85 and above,Other (Non-Citizen),0,
Kuala Lumpur,2022,Male,80-84,Bumi (Other),0,
Kuala Lumpur,2022,Male,80-84,Other (Non-Citizen),0,
Kuala Lumpur,2022,Male,85 and above,Other (Non-Citizen),0,
Labuan,2022,Female,65-69,Chinese,0,
Labuan,2022,Female,70-74,Bumi (Malay),0,
Labuan,2022,Female,70-74,Bumi (Other),0,
Labuan,2022,Female,70-74,Chinese,0,
Labuan,2022,Male,70-74,Bumi (Malay),0,
Labuan,2022,Male,70-74,Bumi (Other),0,
Labuan,2022,Male,70-74,Chinese,0,
Putrajaya,2022,Male,70-74,Bumi (Malay),0,
Johor,2022,Female,75-79,Other (Citizen),0,
Selangor,2022,Male,0-4,Bumi (Malay),154,
Selangor,2022,Male,0-4,Bumi (Other),3,
Selangor,2022,Male,0-4,Chinese,43,
Selangor,2022,Male,0-4,Indian,20,
Selangor,2022,Male,0-4,Other (Citizen),3,
Selangor,2022,Male,0-4,Other (Non-Citizen),34,
Selangor,2022,Male,15-19,Bumi (Malay),159,
Selangor,2022,Male,15-19,Bumi (Other),3,
Selangor,2022,Male,15-19,Chinese,63,
Selangor,2022,Male,15-19,Indian,29,
Selangor,2022,Male,15-19,Other (Citizen),3,
Selangor,2022,Male,15-19,Other (Non-Citizen),10,
Selangor,2022,Male,20-24,Bumi (Malay),163,
Selangor,2022,Male,20-24,Bumi (Other),2,
Selangor,2022,Male,20-24,Chinese,59,
Selangor,2022,Male,20-24,Indian,28,
Selangor,2022,Male,20-24,Other (Citizen),3,
Selangor,2022,Male,20-24,Other (Non-Citizen),67,
Selangor,2022,Male,25-29,Bumi (Malay),150,
Selangor,2022,Male,25-29,Bumi (Other),2,
Selangor,2022,Male,25-29,Chinese,58,
Selangor,2022,Male,25-29,Indian,29,
Selangor,2022,Male,25-29,Other (Citizen),3,
Selangor,2022,Male,25-29,Other (Non-Citizen),87,
Selangor,2022,Male,30-34,Bumi (Malay),188,
Selangor,2022,Male,30-34,Bumi (Other),6,
Selangor,2022,Male,30-34,Chinese,71,
Selangor,2022,Male,30-34,Indian,33,
Selangor,2022,Male,30-34,Other (Citizen),5,
Selangor,2022,Male,30-34,Other (Non-Citizen),61,
Selangor,2022,Male,35-39,Bumi (Malay),199,
Selangor,2022,Male,35-39,Bumi (Other),8,
Selangor,2022,Male,35-39,Chinese,82,
Selangor,2022,Male,35-39,Indian,36,
Selangor,2022,Male,35-39,Other (Citizen),5,
Selangor,2022,Male,35-39,Other (Non-Citizen),38,
Selangor,2022,Male,40-44,Bumi (Malay),161,
Selangor,2022,Male,40-44,Bumi (Other),4,
Selangor,2022,Male,40-44,Chinese,79,
Selangor,2022,Male,40-44,Indian,31,
Selangor,2022,Male,40-44,Other (Citizen),2,
Selangor,2022,Male,40-44,Other (Non-Citizen),23,
Selangor,2022,Male,45-49,Bumi (Malay),129,
Selangor,2022,Male,45-49,Bumi (Other),2,
Selangor,2022,Male,45-49,Chinese,69,
Selangor,2022,Male,45-49,Indian,25,
Selangor,2022,Male,45-49,Other (Citizen),1,
Selangor,2022,Male,45-49,Other (Non-Citizen),13,
Selangor,2022,Male,50-54,Bumi (Malay),103,
Selangor,2022,Male,50-54,Bumi (Other),2,
Selangor,2022,Male,50-54,Chinese,63,
Selangor,2022,Male,50-54,Indian,22,
Selangor,2022,Male,50-54,Other (Citizen),1,
Selangor,2022,Male,50-54,Other (Non-Citizen),9,
Selangor,2022,Male,55-59,Bumi (Malay),83,
Selangor,2022,Male,55-59,Bumi (Other),2,
Selangor,2022,Male,55-59,Chinese,55,
Selangor,2022,Male,55-59,Indian,20,
Selangor,2022,Male,55-59,Other (Citizen),1,
Selangor,2022,Male,55-59,Other (Non-Citizen),5,
Selangor,2022,Male,60-64,Bumi (Malay),65,
Selangor,2022,Male,60-64,Bumi (Other),0,
Selangor,2022,Male,60-64,Chinese,47,
Selangor,2022,Male,60-64,Indian,16,
Selangor,2022,Male,60-64,Other (Citizen),0,
Selangor,2022,Male,60-64,Other (Non-Citizen),4,
Kedah,2022,Female,65-69,Bumi (Other),0,
Kedah,2022,Female,70-74,Bumi (Other),0,
Kedah,2022,Female,80-84,Other (Citizen),0,
Kedah,2022,Female,85 and above,Bumi (Other),0,
Kedah,2022,Male,65-69,Bumi (Other),0,
Kedah,2022,Male,70-74,Bumi (Other),0,
Kedah,2022,Male,75-79,Bumi (Other),0,
Kedah,2022,Male,80-84,Other (Citizen),0,
Kedah,2022,Male,85 and above,Bumi (Other),0,
Kelantan,2022,Female,65-69,Bumi (Other),0,
Kelantan,2022,Female,65-69,Indian,0,
Kelantan,2022,Female,70-74,Bumi (Other),0,
Kelantan,2022,Female,75-79,Bumi (Other),0,
Kelantan,2022,Female,75-79,Other (Citizen),0,
Kelantan,2022,Female,75-79,Other (Non-Citizen),0,
Kelantan,2022,Female,80-84,Other (Citizen),0,
Kelantan,2022,Female,80-84,Other (Non-Citizen),0,
